fold,date,daily_return
1,2020-07-13,0.007605570351324253
1,2020-07-14,-0.005906296522988352
1,2020-07-15,0.000633329324429166
1,2020-07-16,-0.02109206720712331
1,2020-07-17,0.0038910742520485986
1,2020-07-20,-0.015898783505585712
1,2020-07-21,0.019134801828840642
1,2020-07-22,-0.012305068266538433
1,2020-07-23,-0.010597026083917105
1,2020-07-24,-0.00901145350502297
1,2020-07-27,0.0007087686093583123
1,2020-07-28,0.01339454605710877
1,2020-07-29,-0.003557481536285767
1,2020-07-30,0.006021039176478116
1,2020-07-31,-0.006820408627167929
1,2020-08-03,0.019316338611182537
1,2020-08-04,0.007646380582514656
1,2020-08-05,0.016539714247026716
1,2020-08-06,0.002457660720090349
1,2020-08-07,0.003908655361953395
1,2020-08-10,-0.0027098889958555583
1,2020-08-11,0.00015223712473222406
1,2020-08-12,0.010820965940790073
1,2020-08-13,0.01570804356735489
1,2020-08-14,-0.013195006513279872
1,2020-08-18,-0.024074444928634753
1,2020-08-19,0.01702821180803049
1,2020-08-20,-0.030378749481944634
1,2020-08-21,0.0069423731819611145
1,2020-08-24,0.015741542623161964
1,2020-08-25,-0.0015292997155845756
1,2020-08-26,-0.0010549711257002992
1,2020-08-27,0.005319002495359548
1,2020-08-28,-0.0014723768444693253
1,2020-08-31,-0.013328788275748682
1,2020-09-01,0.003263209379126275
1,2020-09-02,0.018630506467905095
1,2020-09-03,0.003953501707128382
1,2020-09-04,-0.02143270156759325
1,2020-09-07,0.0017273060088072167
1,2020-09-08,0.0047485286945441185
1,2020-09-09,-0.01540234221886383
1,2020-09-10,0.009219249124438056
1,2020-09-11,0.003237048519322938
1,2020-09-14,0.004105059181726656
1,2020-09-15,0.003913889555645866
1,2020-09-16,-0.0035054436729085037
1,2020-09-17,-0.0184187276423613
1,2020-09-18,0.005522114654809451
1,2020-09-21,-0.024136766748473426
1,2020-09-22,-0.028509095546121688
1,2020-09-23,0.005220053858420615
1,2020-09-24,-0.02407322505024001
1,2020-09-25,-0.0006295282429616966
1,2020-09-28,0.020945051894567968
1,2020-09-29,-0.0014786277961479355
1,2020-10-05,-0.001549265417002399
1,2020-10-06,0.007944663442682076
1,2020-10-07,0.004747351679526668
1,2020-10-08,0.0031357381639443016
1,2020-10-12,0.007755305378865263
1,2020-10-13,-0.0042323090563878285
1,2020-10-14,-0.009520080446095647
1,2020-10-15,-0.0069337957968635955
1,2020-10-16,0.001182794776298346
1,2020-10-19,-0.002528646778771737
1,2020-10-20,-0.0030718783104242142
1,2020-10-21,-0.00045077260290737886
1,2020-10-22,-0.004808541448981352
1,2020-10-23,0.004130163117780139
1,2020-10-26,-0.006887728864579334
1,2020-10-27,-0.003401197198598216
1,2020-10-28,0.007334040063281311
1,2020-10-29,0.010951032483576428
1,2020-10-30,0.0019567843175938293
1,2020-11-02,0.0065714923370221445
1,2020-11-03,0.022451354634462906
1,2020-11-04,0.004359957659099356
1,2020-11-05,0.012488253895194923
1,2020-11-06,0.010328390263919962
1,2020-11-09,0.012147155331730275
1,2020-11-10,-0.002018043754293153
1,2020-11-11,-0.012347287541229157
1,2020-11-12,-0.0055087586322024595
1,2020-11-13,-0.0029235907338425182
1,2020-11-16,0.0008103706361690666
1,2020-11-17,-0.0017565893695664636
1,2020-11-18,0.00921518129033072
1,2020-11-19,0.0014943245791738669
1,2020-11-20,-0.0006324102523254105
1,2020-11-23,0.0030480858545394174
1,2020-11-24,0.012626732711746413
1,2020-11-25,-0.0035320740527738925
1,2020-11-26,0.006441358573163525
1,2020-11-27,0.0036594121256638967
1,2020-11-30,-0.004172996161807552
1,2020-12-01,-0.008008819925761412
1,2020-12-02,-0.00388416273095038
1,2020-12-03,-0.016613131459144448
1,2020-12-04,-0.0008176492181540818
1,2020-12-07,-0.004542181579752169
1,2020-12-08,-0.008296002863251273
1,2020-12-09,0.023825811411949616
1,2020-12-10,0.011686951536279855
1,2020-12-11,0.005429572917702519
1,2020-12-14,0.000871934100072691
1,2020-12-15,8.232273154518133e-05
1,2020-12-16,0.020477735987866286
1,2020-12-17,0.007347275879604487
1,2020-12-18,-0.0033250419126936714
1,2020-12-21,-8.586219284700825e-05
1,2020-12-22,-0.0191949994278664
1,2020-12-23,0.004461226107426608
1,2020-12-24,0.007963458037780313
1,2020-12-28,0.006827107073545502
1,2020-12-29,0.02724326367862484
1,2020-12-30,0.019045549729336253
2,2021-01-04,0.0
2,2021-01-05,0.0
2,2021-01-06,0.0
2,2021-01-07,0.0
2,2021-01-08,0.0
2,2021-01-11,0.0
2,2021-01-12,0.0
2,2021-01-13,0.0
2,2021-01-14,0.0
2,2021-01-15,0.0
2,2021-01-18,0.0
2,2021-01-19,0.0
2,2021-01-20,0.0
2,2021-01-21,0.0
2,2021-01-22,0.0
2,2021-01-25,0.0
2,2021-01-26,0.0
2,2021-01-27,0.0
2,2021-01-28,0.0
2,2021-01-29,0.0
2,2021-02-01,0.033819585939500074
2,2021-02-02,0.0057791127980715284
2,2021-02-03,0.011394851611993495
2,2021-02-04,0.0018834633459763328
2,2021-02-05,0.018459066243163846
2,2021-02-08,-0.004045674188473347
2,2021-02-09,0.0023924734437934525
2,2021-02-10,0.01102506838734163
2,2021-02-15,0.0020304058973945605
2,2021-02-16,-0.0069471989626451736
2,2021-02-17,-0.00903161887434445
2,2021-02-18,-0.014723505936218517
2,2021-02-19,-0.0016455549797408375
2,2021-02-22,-0.01629411277919124
2,2021-02-23,-0.021467477052734663
2,2021-02-24,-0.02072311138673333
2,2021-02-25,0.01573949975928235
2,2021-02-26,-0.002380419162890446
2,2021-03-02,-0.009628311148502933
2,2021-03-03,0.015387701895077432
2,2021-03-04,-0.010039482565833646
2,2021-03-05,-0.010360355088760875
2,2021-03-08,-0.026208459932864248
2,2021-03-09,-0.02225852962349162
2,2021-03-10,-0.002242110768186256
2,2021-03-11,0.01794322794051384
2,2021-03-12,0.020028457348329365
2,2021-03-15,-0.0025087382233486277
2,2021-03-16,0.006922385085154303
2,2021-03-17,0.0052123222109488054
2,2021-03-18,0.002942091612381903
2,2021-03-19,0.004142173536919591
2,2021-03-22,0.009264343592642499
2,2021-03-23,-0.008883483817972548
2,2021-03-24,0.0040129342806281
2,2021-03-25,0.012820745168761194
2,2021-03-26,0.02301601959595767
2,2021-03-29,0.003895923036275173
2,2021-03-30,-0.005430891315304609
2,2021-03-31,0.007063214299082965
2,2021-04-01,0.0012348698968280836
2,2021-04-02,0.003152225490502758
2,2021-04-05,0.0012928759497432551
2,2021-04-06,-0.002930904569259263
2,2021-04-07,0.0026007697861174517
2,2021-04-08,0.010222640860427346
2,2021-04-09,0.004490187861237116
2,2021-04-12,0.00042230481825100696
2,2021-04-13,0.002957643442642155
2,2021-04-14,0.010272022709650441
2,2021-04-15,0.005785804566419639
2,2021-04-16,0.005360370137732939
2,2021-04-19,0.014513334460409588
2,2021-04-20,0.007874041434747125
2,2021-04-21,-0.004536660634522516
2,2021-04-22,0.0070363949399170345
2,2021-04-23,-0.005412421597373429
2,2021-04-26,0.01328597749162852
2,2021-04-27,-0.007096841456154301
2,2021-04-28,-0.020119648824120206
2,2021-04-29,-0.009679440013271146
2,2021-04-30,-0.0034087448991777514
2,2021-05-03,-0.02479157549896116
2,2021-05-04,-0.007678059875269039
2,2021-05-06,0.023482990483256083
2,2021-05-07,0.0017024961182425802
2,2021-05-10,0.010250625742942665
2,2021-05-11,-0.016283094083251792
2,2021-05-12,-0.010017725430459201
2,2021-05-13,-0.014938770665821277
2,2021-05-14,0.004315430646123497
2,2021-05-17,-0.0033130423284850608
2,2021-05-18,0.010354295995638418
2,2021-05-20,0.013663463999451064
2,2021-05-21,0.001293613450416009
2,2021-05-24,-0.003120538995481703
2,2021-05-25,0.011103783733780848
2,2021-05-26,0.0031033281793850787
2,2021-05-27,0.011657217610120396
2,2021-05-28,0.0008112579086689831
2,2021-05-31,0.0021763674902328667
2,2021-06-01,0.002815333270636433
2,2021-06-02,0.008924469301594407
2,2021-06-03,0.004256507539048604
2,2021-06-04,0.004360635360482368
2,2021-06-07,0.02752964326040641
2,2021-06-08,-0.021483094849531037
2,2021-06-09,-0.014127155973660543
2,2021-06-10,-0.0031473876199701323
2,2021-06-11,0.011131748130283725
2,2021-06-14,0.004506861112482552
2,2021-06-15,0.0005292056187122807
2,2021-06-16,-0.0005092123789073311
2,2021-06-17,0.003784697495133438
2,2021-06-18,0.013887711638500333
2,2021-06-21,-0.010028099149306247
2,2021-06-22,0.004386836147075357
2,2021-06-23,0.0022079779120414145
2,2021-06-24,0.003231473406699825
2,2021-06-25,0.0015883503199534132
2,2021-06-28,-0.006134315846987093
2,2021-06-29,0.004673167486528351
2,2021-06-30,0.0007186397278446943
2,2021-07-01,-0.004736495530430762
2,2021-07-02,0.0003627818471152455
2,2021-07-05,-0.00037380304415746135
2,2021-07-06,0.01134541364456787
2,2021-07-07,-0.0034984786225356057
2,2021-07-08,-0.019138965286895737
2,2021-07-09,-0.0015649890834280589
2,2021-07-12,0.002344401191460843
2,2021-07-13,0.017349222283900012
2,2021-07-14,-0.0021002429222219954
2,2021-07-15,0.014291178957555717
2,2021-07-16,-0.012156434162983731
2,2021-07-19,0.002907779922793896
2,2021-07-20,0.003548425132121391
2,2021-07-21,-0.002590876703170486
2,2021-07-22,0.0070754150137728455
2,2021-07-23,0.000703185451462085
2,2021-07-26,-0.01077822309522003
2,2021-07-27,-0.0018611867867212029
2,2021-07-28,-0.002441814439924639
2,2021-07-29,-0.0043164917090084964
2,2021-07-30,-0.014273698015589087
2,2021-08-02,-0.006120823356040916
2,2021-08-03,-0.00014248717459575122
2,2021-08-04,0.00909578194856886
2,2021-08-05,-0.0003418822562916146
2,2021-08-06,-0.002784652039960034
2,2021-08-09,-0.014294490500832868
2,2021-08-10,-0.00300663629051634
2,2021-08-11,-0.004277515217204209
2,2021-08-12,0.007194562054973153
2,2021-08-13,-0.017949693655202492
2,2021-08-17,-0.022764305398566775
2,2021-08-18,0.008075903488030889
2,2021-08-19,-0.03195562731802293
2,2021-08-20,-0.005495547725514194
2,2021-08-23,0.004330784129803922
2,2021-08-24,0.014312031175189421
2,2021-08-25,0.00212303795985469
2,2021-08-26,0.0010064816065682436
2,2021-08-27,0.0009206905980148061
2,2021-08-30,-0.0010994864739349852
2,2021-08-31,0.006179729643698062
2,2021-09-01,0.010778227907064952
2,2021-09-02,-0.011246089402127568
2,2021-09-03,0.0020374760701868944
2,2021-09-06,0.010770846669176048
2,2021-09-07,-3.038571231361864e-05
2,2021-09-08,-0.006805195237761907
2,2021-09-09,-0.014239871939701443
2,2021-09-10,0.006448928062941173
2,2021-09-13,-0.007610666957930556
2,2021-09-14,0.014707823618913318
2,2021-09-15,0.0053616672759948525
2,2021-09-16,0.0025055098309569868
2,2021-09-17,-0.0034881102695010213
2,2021-09-23,-0.008053945043380306
2,2021-09-24,-0.0029882946679371525
2,2021-09-27,0.0009948864486855058
2,2021-09-28,-0.012665178087601148
2,2021-09-29,-0.012317527628357361
2,2021-09-30,-0.014548928552559515
2,2021-10-01,-0.020607538298728856
2,2021-10-05,-0.009956095333644166
2,2021-10-06,-0.029568852046733873
2,2021-10-07,0.019351252259240725
2,2021-10-08,0.007882550307695357
2,2021-10-12,0.0006848025322661044
2,2021-10-13,0.020576039472234298
2,2021-10-14,0.008332393285217732
2,2021-10-15,0.00991738214682547
2,2021-10-18,0.003906016368649734
2,2021-10-19,0.0030041448075577293
2,2021-10-20,-0.008075997486785336
2,2021-10-21,0.0036948416218829383
2,2021-10-22,0.004446782634025981
2,2021-10-25,0.004380363431371714
2,2021-10-26,0.008627521916279912
2,2021-10-27,-0.003915566952365612
2,2021-10-28,-0.014337869093840938
2,2021-10-29,-0.00440644253546052
2,2021-11-01,-0.014680710926404661
2,2021-11-02,0.010248805181533038
2,2021-11-03,-0.008448377659235784
2,2021-11-04,0.021246939574534274
2,2021-11-05,-0.004206417670148621
2,2021-11-08,0.007104793040795032
2,2021-11-09,0.004803935296110895
2,2021-11-10,-0.02560924832751965
2,2021-11-11,-0.008354217908433825
2,2021-11-12,0.025292350142026132
2,2021-11-15,0.006773077328704469
2,2021-11-16,-0.004432033359640708
2,2021-11-17,-0.002630803290113226
2,2021-11-18,0.00571504437844661
2,2021-11-19,-0.0015270306134590461
2,2021-11-22,0.0006595874081050113
2,2021-11-23,0.004880416512670349
2,2021-11-24,0.0005789198708572307
2,2021-11-25,-0.00566609828376996
2,2021-11-26,-0.014206120687900392
2,2021-11-29,-0.014116696106629245
2,2021-11-30,-0.015900495138017834
2,2021-12-01,0.020212772015688607
2,2021-12-02,-0.0041254709333958806
2,2021-12-03,0.019900016434174717
2,2021-12-06,0.0035543139024847292
2,2021-12-07,0.0036434699199703324
2,2021-12-08,-0.004936135471758751
2,2021-12-09,0.00938949549926682
2,2021-12-10,-0.01248585154840931
2,2021-12-13,-0.0013733940714593107
2,2021-12-14,-0.011390780030926084
2,2021-12-15,-0.008912355526011106
2,2021-12-16,0.007078814830297819
2,2021-12-17,0.010573744128416607
2,2021-12-20,-0.007750458755006795
2,2021-12-21,-0.002446580282502997
2,2021-12-22,-0.0006018918858240463
2,2021-12-23,-0.004601382268736964
2,2021-12-24,0.005230311779612862
2,2021-12-27,-0.007466185874834719
2,2021-12-28,0.005944806706302597
2,2021-12-29,0.012075662615829819
2,2021-12-30,-0.001604271957722725
3,2022-01-03,0.0
3,2022-01-04,0.0
3,2022-01-05,0.0
3,2022-01-06,0.0
3,2022-01-07,0.0
3,2022-01-10,0.0
3,2022-01-11,0.0
3,2022-01-12,0.0
3,2022-01-13,0.0
3,2022-01-14,0.0
3,2022-01-17,0.0
3,2022-01-18,0.0
3,2022-01-19,0.0
3,2022-01-20,0.0
3,2022-01-21,0.0
3,2022-01-24,0.0
3,2022-01-25,0.0
3,2022-01-26,0.0
3,2022-01-27,0.0
3,2022-01-28,0.0
3,2022-02-03,0.002120888292999945
3,2022-02-04,0.006167210036433168
3,2022-02-07,-0.0032386454268836795
3,2022-02-08,-0.0006731502520821442
3,2022-02-09,0.007064415448035266
3,2022-02-10,-0.005215707624742993
3,2022-02-11,-0.01015981384834963
3,2022-02-14,-0.01137910595073921
3,2022-02-15,-0.006860662631276937
3,2022-02-16,0.011358514389659069
3,2022-02-17,0.0033303162479345616
3,2022-02-18,0.010588631390933578
3,2022-02-21,0.00021111404984242021
3,2022-02-22,-0.005451116344891482
3,2022-02-23,0.0068174084358971765
3,2022-02-24,-0.00813863852001806
3,2022-02-25,0.007153967709099707
3,2022-02-28,0.004982094030997475
3,2022-03-02,0.0011022047585313999
3,2022-03-03,0.009575060689119175
3,2022-03-04,0.0028055609757984268
3,2022-03-07,-0.010341943833210077
3,2022-03-08,-0.008253699259151981
3,2022-03-10,0.006960981401829214
3,2022-03-11,0.0032241668152894754
3,2022-03-14,-0.003086765560591398
3,2022-03-15,-0.010017119954773612
3,2022-03-16,0.0029255428204333356
3,2022-03-17,0.0019601988331752196
3,2022-03-18,0.00584540735952821
3,2022-03-21,-0.0030636708582357786
3,2022-03-22,0.004261373404518043
3,2022-03-23,0.00374464777255068
3,2022-03-24,0.0016676790311977996
3,2022-03-25,-0.005263365106758067
3,2022-03-28,0.0004641059572887407
3,2022-03-29,-0.002318583623357795
3,2022-03-30,0.00010987967930153886
3,2022-03-31,0.0051651632505160805
3,2022-04-01,-0.0031726327591181658
3,2022-04-04,0.005978583116371228
3,2022-04-05,-0.0010065050588071722
3,2022-04-06,-0.006223572028088875
3,2022-04-07,-0.004659242399525754
3,2022-04-08,0.00022330114011159807
3,2022-04-11,-0.005682547619699441
3,2022-04-12,-0.0025289825373044916
3,2022-04-13,0.00822160262774907
3,2022-04-14,0.0038205009282594737
3,2022-04-15,-0.0010328854429703105
3,2022-04-18,1.5357607446642163e-05
3,2022-04-19,0.004488533673784767
3,2022-04-20,-0.003983843195874859
3,2022-04-21,0.002906720278972319
3,2022-04-22,-0.0011448940836746857
3,2022-04-25,-0.014033037835976647
3,2022-04-26,0.0013042156552030004
3,2022-04-27,-0.002511445567754622
3,2022-04-28,0.00014368291655575405
3,2022-04-29,-0.0003578558709808055
3,2022-05-02,0.0024661152513008044
3,2022-05-03,0.004260339860232998
3,2022-05-04,0.00220467271692093
3,2022-05-06,-0.0049272607173571625
3,2022-05-09,-0.007625227570057236
3,2022-05-10,-0.005005538759420891
3,2022-05-11,-0.0032764386534409606
3,2022-05-12,-0.008746393605934322
3,2022-05-13,0.0075742398150471235
3,2022-05-16,-0.0004185021476240669
3,2022-05-17,0.0011816467065439706
3,2022-05-18,-0.0021214464344347927
3,2022-05-19,-0.002538895485418302
3,2022-05-20,0.005060777048497389
3,2022-05-23,0.0015655883275198512
3,2022-05-24,-0.004801779242464277
3,2022-05-25,-1.533448109403146e-05
3,2022-05-26,0.0001157240886764388
3,2022-05-27,0.0001498530002002063
3,2022-05-30,0.0034052191918167996
3,2022-05-31,0.003168911230347682
3,2022-06-02,-0.006218748569003063
3,2022-06-03,-0.0028962339006801674
3,2022-06-07,-0.01064363218792208
3,2022-06-08,-0.0015089710212996543
3,2022-06-09,0.001081506263243437
3,2022-06-10,-0.005044435779873457
3,2022-06-13,-0.02082854512340382
3,2022-06-14,-4.459613188401157e-05
3,2022-06-15,-0.010336893795995339
3,2022-06-16,0.0022946373562824363
3,2022-06-17,0.0022646825395904457
3,2022-06-20,-0.006486428803685884
3,2022-06-21,-0.004488034116917672
3,2022-06-22,-0.007975733425154785
3,2022-06-23,-0.006228278847518753
3,2022-06-24,0.002443618059341235
3,2022-06-27,0.0005204792730781893
3,2022-06-28,0.00124291430507939
3,2022-06-29,-0.0005247932407784761
3,2022-06-30,-0.004172029168016289
3,2022-07-01,-0.004355736789075859
3,2022-07-04,-0.010941458196028875
3,2022-07-05,0.012187976112594479
3,2022-07-06,-0.012343737632974916
3,2022-07-07,0.007727553685561439
3,2022-07-08,0.0009760510909759823
3,2022-07-11,-0.003924498404189736
3,2022-07-12,-0.01193681113262679
3,2022-07-13,0.004802085355638086
3,2022-07-14,0.0008349777813612125
3,2022-07-15,-0.004097116597978734
3,2022-07-18,0.011130187935699087
3,2022-07-19,0.0005724465216474517
3,2022-07-20,0.00420248989194949
3,2022-07-21,0.002559137350428342
3,2022-07-22,-0.001141372797191842
3,2022-07-25,0.0020313916054714998
3,2022-07-26,0.0036734648148948335
3,2022-07-27,-0.00029529530540362003
3,2022-07-28,0.0027906339197130148
3,2022-07-29,0.005483222323661607
3,2022-08-01,0.003143944280885158
3,2022-08-02,-0.00406558538466284
3,2022-08-03,0.0008510163009476379
3,2022-08-04,-0.0013154059770297266
3,2022-08-05,0.0034033047766002245
3,2022-08-08,0.0031468087163599723
3,2022-08-09,-0.001567357384690271
3,2022-08-10,-0.007300130101222657
3,2022-08-11,0.004280886452913801
3,2022-08-12,0.0020761903673744975
3,2022-08-16,0.0038634793950058643
3,2022-08-17,0.005284758563516512
3,2022-08-18,0.004750725822302293
3,2022-08-19,-0.0014913985397138063
3,2022-08-22,-0.005453430910011603
3,2022-08-23,-0.0022439799181114273
3,2022-08-24,0.0036083446943502295
3,2022-08-25,0.005732872519555787
3,2022-08-26,-0.001574540347426212
3,2022-08-29,-0.009508785082197102
3,2022-08-30,0.005222506381127534
3,2022-08-31,0.004699063599964637
3,2022-09-01,-0.012685241343714515
3,2022-09-02,0.0015720320088536965
3,2022-09-05,-0.003949896097672823
3,2022-09-06,0.0022398901876183874
3,2022-09-07,-0.005956044806923133
3,2022-09-08,0.0017343082094334328
3,2022-09-13,0.0022174473796408023
3,2022-09-14,-0.004105986702239828
3,2022-09-15,0.0017134335503286025
3,2022-09-16,-0.003737906147667891
3,2022-09-19,-0.004732550696927906
3,2022-09-20,0.0037431207294635893
3,2022-09-21,-0.002356197427646922
3,2022-09-22,0.001568117603185648
3,2022-09-23,-0.007613504623042999
3,2022-09-26,-0.009408992709678321
3,2022-09-27,0.001111700619626843
3,2022-09-28,-0.004616735381290704
3,2022-09-29,0.0013628097234548164
3,2022-09-30,-0.0025693434669636916
3,2022-10-04,0.006979551129979722
3,2022-10-05,-0.00425141615808966
3,2022-10-06,0.007137413501899337
3,2022-10-07,-0.005947139711269367
3,2022-10-11,-0.015321040997722357
3,2022-10-12,0.006555589176653331
3,2022-10-13,-0.01436419540176792
3,2022-10-14,0.011967435748160948
3,2022-10-17,0.0018639902123227525
3,2022-10-18,0.004782579234865469
3,2022-10-19,-0.0014624644741835224
3,2022-10-20,-0.000865528121489767
3,2022-10-21,-0.0006455116770557323
3,2022-10-24,0.004574073493901043
3,2022-10-25,-0.00046682793340657724
3,2022-10-26,-0.0021282394775562485
3,2022-10-27,0.005300052705494496
3,2022-10-28,0.0057783713057215635
3,2022-10-31,0.0012156761530710547
3,2022-11-01,0.0075920384069778635
3,2022-11-02,-0.00048353890933994226
3,2022-11-03,-0.0013095695666232032
3,2022-11-04,0.007125821770407548
3,2022-11-07,-0.00901433928382589
3,2022-11-08,0.005635156928929463
3,2022-11-09,0.0008951759261031089
3,2022-11-10,-0.0036827076766721145
3,2022-11-11,0.01019076311240652
3,2022-11-14,-0.0025512040710812256
3,2022-11-15,0.006702416600450345
3,2022-11-16,0.0038565836016097865
3,2022-11-17,-0.007519552129329199
3,2022-11-18,0.00017214300825973972
3,2022-11-21,-0.0036034774035254014
3,2022-11-22,0.0027813667056793
3,2022-11-23,0.0028720634490946306
3,2022-11-24,0.003016805780891918
3,2022-11-25,-0.0015536425052653513
3,2022-11-28,-0.00480344081740447
3,2022-11-29,0.005503462126625891
3,2022-11-30,0.004065040361890926
3,2022-12-01,0.0004628453575075131
3,2022-12-02,-0.005470090899565849
3,2022-12-05,0.0010670995149399953
3,2022-12-06,-0.003813822370453246
3,2022-12-07,0.0014113873329371085
3,2022-12-08,0.0014609277508585983
3,2022-12-09,0.0029250354889065466
3,2022-12-12,-0.0017957722769729179
3,2022-12-13,-0.00026617684490437554
3,2022-12-14,0.0020241425649722977
3,2022-12-15,-0.0028320937421517645
3,2022-12-16,-0.0027375576358090736
3,2022-12-19,0.0018685479615616618
3,2022-12-20,0.0006941508263886842
3,2022-12-21,0.005299605845207056
3,2022-12-22,0.0035281837334253385
3,2022-12-23,-0.006005707210633648
3,2022-12-26,0.002730794438678741
3,2022-12-27,0.00601149515740218
3,2022-12-28,-0.004478077346175113
3,2022-12-29,-0.006567012545528272
4,2023-01-02,0.0
4,2023-01-03,0.0
4,2023-01-04,0.0
4,2023-01-05,0.0
4,2023-01-06,0.0
4,2023-01-09,0.0
4,2023-01-10,0.0
4,2023-01-11,0.0
4,2023-01-12,0.0
4,2023-01-13,0.0
4,2023-01-16,0.0
4,2023-01-17,0.0
4,2023-01-18,0.0
4,2023-01-19,0.0
4,2023-01-20,0.0
4,2023-01-25,0.0
4,2023-01-26,0.0
4,2023-01-27,0.0
4,2023-01-30,0.0
4,2023-01-31,0.0
4,2023-02-01,-0.0012283554989999113
4,2023-02-02,0.0010161381789197677
4,2023-02-03,0.001340916239354062
4,2023-02-06,-0.004429637070342052
4,2023-02-07,-0.0030571313564874414
4,2023-02-08,0.002170884856339539
4,2023-02-09,0.0018935479697252955
4,2023-02-10,-0.0032419146436813984
